NOMBRE;SEXO;ORIGEN;SIGNIFICADO
NOVA;F;S/O;S/S
NOVATO;M;S/O;S/S
NOVELLA;F;S/O;S/S
NOVIA;F;S/O;S/S
NOVID;M;S/O;S/S
NUBAR;M;S/O;S/S
NUBIA;F;S/O;S/S
NUIL;F;S/O;S/S
NUMA;M;LATINO;EL QUE DA NORMAS
NUMAS;M;S/O;S/S
NUMERIANO;M;S/O;S/S
NUMILEN;A;S/O;S/S
NUNA;F;S/O;S/S
NUNCIA;F;S/O;S/S
NUNCIO;M;LATINO;QUE TRAE UN MENSAJE
NUNE;F;S/O;S/S
NUNILO;F;S/O;S/S
NUNO;M;S/O;S/S
NUR;F;S/O;S/S
NURI;M;S/O;"HIPOCORISTICO DE ""NURIA"""
NURIA;F;LATINO;ADVOCACION CATALANA DE LA VIRGEN MARIA
NURIEL;A;S/O;S/S
NURIT;F;S/O;S/S
NURIYA;F;S/O;S/S
NURU;A;S/O;S/S
NUSAIR;M;S/O;S/S
NYAKO;F;S/O;S/S
NYDIA;F;S/O;S/S
NYEKI;F;S/O;S/S
NYLE;M;S/O;S/S
NYOKO;F;S/O;S/S
NYSA;F;S/O;S/S
NYSSA;F;S/O;S/S
NYX;F;S/O;S/S
OAKES;M;S/O;S/S
OAKLEY;M;S/O;S/S
OBADIA;M;S/O;S/S
OBDULIA;F;LATINO;"LA QUE QUITA PENAS Y DOLORES-FORMA LATINIZADA DEL ARABE ""ABDULLAH"" QUE SIGNIFICASIERVO, ESCLAVO"
OBDULIO;M;S/O;S/S
OBED;M;S/O;S/S
OBELIA;F;S/O;S/S
OBERON;M;S/O;S/S
OBERT;M;S/O;S/S
OCEANA;F;S/O;S/S
OCEANO;M;S/O;S/S
OCTAVIA;F;S/O;S/S
OCTAVIANO;M;LATINO;PERTENECIENTE A OCTAVIO, CAYO OCTAVIANO SOBRINO DE JULIO CESAR (ROMA), VARIEDAD DE OCTAVIO
OCTAVIO;M;ATINO;S/S
ODA;F;S/O;S/S
ODAIA;F;S/O;S/S
ODARA;A;S/O;S/S
ODEBERTO;M;TEUTON;EL QUE BRILLA POR SUS POSESIONES
ODEL;F;S/O;S/S
ODELE;F;S/O;S/S
ODELIA;F;S/O;S/S
ODELL;A;S/O;S/S
ODELSIA;F;S/O;S/S
ODERA;F;S/O;S/S
ODESSA;F;S/O;S/S
ODETTA;F;S/O;S/S
ODETTE;F;S/O;S/S
ODILA;F;TEUTON;"DIMINUTIVO GERMANICO DE ""ODA"", LA QUE ESDUEÑA DE CUANTIOSOS BIENES"
ODILE;F;S/O;S/S
ODILIA;F;S/O;VARIANTE DE ODILA
ODILON;M;GERMANICO;DIMINUTIVO DE ODO, RICO Y FELIZ
ODIN;M;S/O;S/S
ODINA;F;S/O;S/S
ODINO;M;S/O;S/S
ODO;M;S/O;S/S
ODOLF;M;S/O;S/S
ODON;M;GERMANICO;"FORMA EVOLUCIONADA DE ""OTON"", EL DOMINADOR"
ODRAN;M;TEUTON;S/S
OFEK;M;S/O;S/S
OFELIA;F;GRIEGO;UTILIDAD, AYUDA, SOCORRO, LA CARITATIVA.PARECE QUE ACUÑO ESTE NOMBRE JACOBO SANNAZZARO EN SU NOVELA PASTORILLA ARCADIA (1504).
OFER;M;S/O;S/S
OFIR;M;HEBREO;EL FEROZ
OFIRA;F;S/O;S/S
OG;M;S/O;S/S
OGDEN;M;S/O;S/S
OHANKO;M;S/O;S/S
OHANNA;F;S/O;S/S
OJANI;M;S/O;S/S
OKE;M;S/O;S/S
OKELANI;F;S/O;S/S
OKI;F;S/O;S/S
OLAF;M;GERMANICO;EL LEGADO DEL ABUELO, EL GLORIOSO,  SANOLAF HRALDSSON, REY DE NORUEGA
OLALLA;F;CATALANO;S/S
OLATHE;F;S/O;S/S
OLAYA;F;S/O;"VARIEDAD DE ""EULALIA"""
OLEG;M;S/O;S/S
OLEGARIO;M;GERMANICO;INVULNERABLE GRACIAS A LA LANZA, EL QUEDOMINA CON SU FUERZA Y CON SU LANZA.
OLENA;F;S/O;S/S
OLESIA;F;S/O;S/S
OLETHA;F;S/O;S/S
OLGA;F;RUSO;FORMA RUSA DEL NOMBRE ESCANDINAVO HELGA, SALUD, INVULNERABLE
OLIANA;F;S/O;S/S
OLIMPIA;F;GRIEGO;PERTENECIENTE AL OLIMPO, LA MORADA DE LOSDIOSES, HIJA DE ARCADE QUE SE CASO CON PISO.
OLIMPIO;M;S/O;S/S
OLIMPO;M;S/O;S/S
OLIN;M;S/O;S/S
OLINDA;F;GERMANICO;PROTECTOR DE LA PROPIEDAD, EL QUE NACIOO VINO DE OLINDA (GRECIA)
OLIVA;F;LATINO;ACEITUNA-OLIVO-SIMBOLO DE PAZ EN LABIBLIA Y DE LA SABIDURIA Y LA GLORIA EN GRECIA
OLIVE;F;S/O;S/S
OLIVER;M;S/O;S/S
OLIVERIO;M;S/O;NOMBRE DE UNO DE LOS FAMOSOS PALADINES DE CARLOMAGNO
OLIVIA;F;S/O;DERIVACION DE OLIVA
OLIVIER;M;S/O;S/S
OLLIE;A;S/O;S/S
OLMO;A;S/O;S/S
OLWEN;F;S/O;S/S
OLYMPIA;F;S/O;S/S
OMA;F;S/O;S/S
OMAR;M;ARABE;EL CONSTRUCTOR-NOMBRE DEL SEGUNDO CALIFADEL ISLAM Y FAMOSO CONQUISTADOR, EL QUE TIENE LARGA VIDA
OMEGA;F;S/O;S/S
OMER;M;S/O;S/S
OMRI;M;S/O;S/S
ONA;F;S/O;S/S
ONAN;M;S/O;S/S
ONDINA;F;LATINO;NOMBRE LITERARIO
ONEIDA;F;S/O;S/S
ONELIA;F;S/O;S/S
ONELLA;F;S/O;S/S
ONESIFORO;M;GRIEGO;PORTADOR DE UTILIDAD, CRISTIANO QUE PRESTOVALIOSOS SERVICIOS A PABLO EN ROMA Y EFESO
ONESIMO;M;GRIEGO;ESCLAVO DE FILEMON-EN ROMA FUE CONVERTIDOAL CRISTIANISMO POR PABLO
ONI;F;S/O;S/S
ONIDA;F;S/O;S/S
ONKAR;M;S/O;S/S
ONNA;F;S/O;S/S
ONOFRE;M;TEUTON;EL DEFENSOR DE LA PAZ, UNO DE LOS POCOSNOMBRES DEL EGIPTO ANTIGUO QUE SOBREVIVIERON EN EL MUNDO MODERNO, SANONOFRE, MONJE EGIPCIO DEL SIGLO IV
ONORA;F;S/O;S/S
ONSLOW;M;S/O;S/S
ONUR;M;S/O;S/S
OONA;F;S/O;S/S
OPAL;F;S/O;S/S
OPHELIA;F;S/O;S/S
OPRAH;F;S/O;S/S
OPTACIANO;M;S/O;S/S
OPTATO;M;LATINO;"DEL LATIN ""OPTATUS"", DESEADO"
ORA;F;S/O;S/S
ORALEE;F;S/O;S/S
ORALIE;F;S/O;S/S
ORAN;M;S/O;S/S
ORANE;M;S/O;S/S
ORDELL;M;S/O;S/S
ORELA;F;S/O;S/S
OREN;M;S/O;S/S
ORENCIO;M;GRIEGO;EL JUEZ QUE EXAMINA
ORENDA;F;S/O;S/S
OREST;M;S/O;S/S
ORESTES;M;GRIEGO;MONTAÑES, HIJO DE AGAMENON Y CLITEMNESTRATRAGICO VENGADOR DE SU PADRE
ORFEO;M;GRIEGO;EL QUE TIENE BUENA VOZ, HIJO DEL REY TRA-CIO EAGRO, HIJO DE CALIOPE (UNA DE LAS MUSAS)
ORFILIA;F;S/O;S/S
ORGA¤A;M;S/O;S/S
ORI;M;S/O;S/S
ORIA;F;LATINO;VALIOSA COMO EL ORO
ORIAN;F;S/O;S/S
ORIANA;F;LATINO;"DERIVA DE ORIA, CONTRACCION DE ""ORIA"" Y""ANA"""
ORIANE;F;S/O;S/S
ORIANNA;F;S/O;S/S
ORIEL;M;S/O;S/S
ORIETA;F;S/O;S/S
ORIGENES;M;GRIEGO;NACIDO ENTYRE CUIDADOS
ORINGO;M;S/O;S/S
ORIOLE;F;S/O;S/S
ORION;M;GRIEGO;GIGANTE CAZADOR, QUE TRAE LAS AGUAS
ORIT;F;S/O;S/S
ORLA;F;S/O;S/S
ORLANDO;M;S/O;FORMA ITALIANA DE ROLANDO O ROLDAN
ORLANTHA;F;S/O;S/S
ORLEANS;F;S/O;S/S
ORLEE;F;S/O;S/S
ORLI;F;S/O;S/S
ORLY;A;S/O;S/S
ORMA;F;S/O;S/S
ORMAN;M;S/O;S/S
ORMAND;M;S/O;S/S
ORNELA;F;S/O;S/S
ORNELLA;F;S/O;S/S
ORONCIO;M;PERSA;CORREDOR
OROSIA;F;S/O;S/S
OROSIO;M;S/O;S/S
ORQUIDEA;F;S/O;S/S
ORRIN;M;S/O;S/S
ORSA;F;S/O;S/S
ORSEN;M;S/O;S/S
ORSIESIO;M;S/O;S/S
ORSIN;M;S/O;S/S
ORSON;M;S/O;S/S
ORTZI;M;S/O;S/S
ORVILLE;M;S/O;S/S
ORVIN;M;S/O;S/S
OSARIO;M;S/O;S/S
OSCAR;M;GERMANICO;LA LANZA DE DIOS
OSEAS;M;HEBREO;YAHVEH SOCORRE, UNO DE LOS LLAMADOS PROFE-TAS MENORES, HIJO DE BEERI, ORIUNDO DEL REINO DEL NORTE Y ALLI EJERCIOEL PROFETISMO
OSGOOD;M;S/O;S/S
OSHER;M;S/O;S/S
OSIAS;M;S/O;S/S
OSIRIS;M;EGIPCIO;"QUE POSEE VISTA PODEROSA, HIJO DE ""NUT"" YESPOSO DE ""ISIS"", DIVINIDAD CREADORA, PRINCIPIO DEL BIEN"
OSITA;F;S/O;S/S
OSMAN;M;ARABE;PEQUEÑO Y DOCIL COMO UN PICHON
OSMAR;M;S/O;S/S
OSMUNDO;M;GERMANICO;PROTECTOR
OSORIO;M;ESLAVO;EL MATADOR DE LOBOS
OSRIC;M;S/O;S/S
OSTIANO;M;S/O;S/S
OSVALDO;M;GERMANICO;AQUEL A QUIEN GOBIERNA UN DIOS
OSWALD;M;S/O;S/S
OSWALDO;M;S/O;S/S
OTADAN;M;S/O;S/S
OTHMARO;M;S/O;S/S
OTILIA;F;TEUTON;"VARIANTE DE ""OTELO"", DIMINUTIVO DE ""OTON""DUEÑA DE CUANTIOSOS BIENES-SANTA OTILIA VIRGEN Y ABADESA ALSACIANA DELSIGLO VIII"
OTILIO;M;S/O;S/S
OTIS;M;S/O;S/S
OTON;M;TEUTON;VARIEDAD DE ODILA, EL PODEROSO SEÑOR, ELQUE ES DUEÑO DE BIENES
OTONIEL;M;HEBREO;S/S
OTTO;M;S/O;S/S
OTTOKAR;M;S/O;S/S
OTTONE;M;S/O;S/S
OVA;F;S/O;S/S
OVADIA;M;S/O;S/S
OVERTON;M;S/O;S/S
OVID;M;S/O;S/S
OVIDIO;M;LATINO;"DEL LATIN""OVIS"" OVEJA, EL QUE ES CUIDADORDE OVEJAS, NOMBRE DE UN POETA LATINO AUTOR DE LA METAMORFOSIS"
OWAIN;M;S/O;S/S
OWEN;M;GALES;JOVEN GUERRERO
OXANA;F;S/O;S/S
OYENDO;M;S/O;S/S
OZ;A;S/O;S/S
OZANA;F;HEBREO;SALVE
OZIEL;M;S/O;S/S
OZTURK;M;S/O;S/S
OZZIE;M;S/O;S/S
PABLA;M;S/O;S/S
PABLO;M;LATINO;S/S
PACE;M;LATINO;"DEL LATIN ""PAX""PAZ"
PACIANO;M;LATINO;"DEL BAJO LATIN ""PACIANUS"", PATRONIMICO DE PAX (PAZ), EL QUE PERTENECE A LA PAZ"
PACIENCIA;F;LATINO;"DEL LATIN""PATIENTIA""PACIENCIA, SUFRIMIENTO, TOLERANCIA"
PACIENTE;M;LATINO;S/S
PACIFICO;M;LATINO;"DEL LATIN""PACIFICUS"" DE PAX Y DE FACIOEL QUE HACE LA PAZ, SAN PACIFICO, RELIGIOSO ITALIANO DEL SIGLO XVIII"
PACO;M;S/O;S/S
PACOMIO;M;LATINO;"DEL LATIN ECLESIASTICO ""PACOMIUS"" DERIVADO DEL COPTO PA.AHOM, QUE SIGNIFICA, EL DEL AGUILA-ROBUSTO Y BIEN FORNIDO"
PADDY;M;S/O;S/S
PAFNUCIO;M;GRIEGO;EL RICO EN MERITOS
PAGE;A;S/O;S/S
PAIGE;A;S/O;S/S
PAINE;F;S/O;S/S
PAINEGOUR;A;S/O;S/S
PAKI;M;S/O;S/S
PAKUNA;F;S/O;S/S
PALACIATA;F;GRIEGO;LA DE MANSION SUNTUOSA
PALADIA;F;GRIEGO;RELATIVO A PALAS (MINERVA), PROTEGIDA PORPALAS
PALADIO;M;S/O;S/S
PALASH;M;S/O;S/S
PALATINO;M;LATINO;EL QUE VIENE DEL MONTE PALATINO
PALBEN;M;S/O;S/S
PALEMON;M;GRIEGO;TAL VEZ DERIVADO DEL VERBO LUCHAR, BATALLAREL LUCHADOR, EL QUE COMBATE
PALEOLOGO;M;S/O;S/S
PALESA;F;S/O;S/S
PALLAS;M;S/O;S/S
PALMA;M;S/O;S/S
PALMACIO;M;LATINO;"DEL LATIN ""PALMATIUS"", GENTILICIO DE PALMATUS, QUE SIGNIFICA PALAMADO, ORNADO CON HOJAS DE PALMERAS BORDADAS"
PALMER;M;S/O;S/S
PALMIERA;F;S/O;S/S
PALMIRA;F;LATINO;"DERIVA DE PALMA;NOMBRE QUE SE DA EN CELEBRACION DEL DOMINGO DE RAMOS, DE PALMAS, ASI LLAMADO PORQUE EL PUEBLO DEJERUSALEN AGITABA RAMOS DE PALMERAS AL PASO DE JESUS"
PALMIRO;M;S/O;S/S
PALOMA;F;LATINO;"DEL LATIN ""PALUMBA"" PICHON SALVAJE DE COLOR PALIDO"
PALTI;M;S/O;S/S
PAM;F;S/O;S/S
PAMBON;M;S/O;S/S
PAMELA;F;GRIEGO;LA QUE GUSTA DEL CANTO Y LA MUSICA-NOMBREFORJADO POR EL POETA INGLES FELIPE SINDEY EN SU POEMA ARCADIA (1590)TODO MIEL
PAMELIA;F;S/O;S/S
PAMPA;A;S/O;S/S
PAMPIN;M;S/O;S/S
PANAS;M;S/O;S/S
PANCARIO;M;S/O;S/S
PANCRACIO;M;GRIEGO;PODEROSO, FUERTE
PANDITA;F;S/O;S/S
PANDORA;F;S/O;S/S
PANFILO;M;GRIEGO;AMIGO DE TODOS
PANPHILA;F;S/O;S/S
PANSALINO;M;S/O;S/S
PANSY;F;S/O;S/S
PANTAGAPAS;M;S/O;S/S
PANTALEON;M;GRIEGO;TODO MISERICORDIOSO
PANTALO;M;S/O;S/S
PANTENO;M;GRIEGO;EL QUE ES DIGNO DE TODA ALABANZA
PANTHEA;F;S/O;S/S
PANYA;F;S/O;S/S
PAOLA;F;S/O;S/S
PAOLO;M;S/O;S/S
PAPAS;M;S/O;S/S
PAPIAS;M;GRIEGO;EL PADRE VENERABLE
PAPILO;M;S/O;S/S
PAPINA;F;S/O;S/S
PAPINIANO;M;S/O;S/S
PAPIO;M;S/O;S/S
PARAGRO;M;S/O;S/S
PARAMESH;M;S/O;S/S
PARAMON;M;S/O;S/S
PARANA;A;S/O;S/S
PARCA;F;S/O;S/S
PARDULFO;M;GERMANICO;GUERRERO ARROJADO, ARMADO CON HACHA
PARIS;A;GRIEGO;EL QUE MEJOR SOCORRE, HIJO DE PRIAMO, REY DETROYA Y DE HECUBA
PARISIO;M;S/O;S/S
PARK;A;S/O;S/S
PARKER;M;S/O;S/S
PARLAN;M;S/O;S/S
PARMENAS;M;S/O;S/S
PARMENIO;M;S/O;S/S
PARNELL;M;S/O;S/S
PARNUCIO;M;S/O;S/S
PARODIO;M;S/O;S/S
PARRISH;M;S/O;S/S
PARRY;M;S/O;S/S
PARSCEVE;F;S/O;S/S
PARTEMIO;M;S/O;S/S
PARTEMUTO;M;S/O;S/S
PARTHENIOS;M;S/O;S/S
PASCAL;M;S/O;S/S
PASCALE;F;S/O;S/S
PASCASIA;F;S/O;S/S
PASCASIO;M;S/O;S/S
PASCHA;F;S/O;S/S
PASCUA;F;S/O;S/S
PASCUAL;M;S/O;S/S
PASHA;F;S/O;S/S
PASICRATES;M;S/O;S/S
PASTOL;M;S/O;S/S
PASTOR;M;S/O;S/S
PAT;A;S/O;S/S
PATAMON;M;S/O;S/S
PATAPIO;M;S/O;S/S
PATERIO;M;S/O;S/S
PATERNIANO;M;S/O;S/S
PATERNO;M;S/O;S/S
PATIENCE;F;S/O;S/S
PATIL;F;S/O;S/S
PATRICE;A;S/O;S/S
PATRICIA;F;S/O;S/S
PATRICIO;M;S/O;S/S
PATRICK;M;S/O;S/S
PATROBAS;M;S/O;S/S
PATROCINIO;M;S/O;S/S
PATROCLO;M;S/O;S/S
PATSY;F;S/O;S/S
PATTERSON;M;S/O;S/S
PATTON;M;S/O;S/S
PATTY;A;S/O;S/S
PATXI;M;S/O;S/S
PAU;M;S/O;S/S
PAUL;M;S/O;S/S
PAULA;F;S/O;S/S
PAULE;F;S/O;S/S
PAULETTE;F;S/O;S/S
PAULIN;M;S/O;S/S
PAULINA;F;S/O;S/S
PAULINE;F;S/O;S/S
PAULINO;M;S/O;S/S
PAULO;M;S/O;S/S
PAULOS;M;S/O;S/S
PAUSIDIO;M;S/O;S/S
PAUSILIPO;M;S/O;S/S
PAVEL;M;S/O;S/S
PAVIT;M;S/O;S/S
PAVLA;F;S/O;S/S
PAXTON;A;S/O;S/S
PAYTON;A;S/O;S/S
PAZ;A;S/O;S/S
PAZIA;F;S/O;S/S
PEACE;F;S/O;S/S
PEARL;F;S/O;S/S
PEDER;M;S/O;S/S
PEDRO;M;S/O;S/S
PEDRO NOLASCO;M;S/O;S/S
PEGAS;M;S/O;S/S
PEGASO;M;S/O;S/S
PEGEEN;F;S/O;S/S
PEGGY;F;S/O;S/S
PEHUEN;M;S/O;S/S
PELAGIA;F;S/O;S/S
PELAGIO;M;S/O;S/S
PELAYO;M;S/O;S/S
PELEGRINO;M;S/O;S/S
PELEO;M;S/O;S/S
PELINO;M;S/O;S/S
PELOPE;M;S/O;S/S
PELTON;M;S/O;S/S
PELUSIO;M;S/O;S/S
PEMBA;F;S/O;S/S
PEMBROKE;M;S/O;S/S
PEMON;M;S/O;S/S
PENELOPE;F;S/O;S/S
PENINAH;F;S/O;S/S
PENINNA;F;S/O;S/S
PENLEY;M;S/O;S/S
PENN;M;S/O;S/S
PENNEY;F;S/O;S/S
PENNIE;F;S/O;S/S
PENNY;F;S/O;S/S
PENTHEA;F;S/O;S/S
PEONY;F;S/O;S/S
PEPINO;M;S/O;S/S
PERCEVAL;M;S/O;S/S
PERCIVAL;M;S/O;S/S
PERCY;M;S/O;S/S
PEREGRINO;M;S/O;S/S
PERFECTO;M;S/O;S/S
PERGENTINO;M;S/O;S/S
PERI;F;S/O;S/S
PERICLES;M;S/O;S/S
PERLA;F;S/O;S/S
PERPEDIGNA;F;S/O;S/S
PERPETUA;F;S/O;S/S
PERPETUO;M;S/O;S/S
PERRI;F;S/O;S/S
PERRIN;M;S/O;S/S
PERRY;M;S/O;S/S
PERSEO;M;S/O;S/S
PERSEVERANDA;F;S/O;S/S
PERSIS;F;S/O;S/S
PERTH;M;S/O;S/S
PERVIS;M;S/O;S/S
PETA;F;S/O;S/S
PETE;M;S/O;S/S
PETER;M;S/O;S/S
PETRA;F;S/O;S/S
PETRARCA;M;S/O;S/S
PETRONA;F;S/O;S/S
PETRONAX;M;S/O;S/S
PETRONILA;F;S/O;S/S
PETRONIO;M;S/O;S/S
PETROS;M;S/O;S/S
PETULA;F;S/O;S/S
PETUNIA;F;S/O;S/S
PEVERELL;M;S/O;S/S
PEYO;M;S/O;S/S
PE¤IMEL;A;S/O;S/S
PHAEDRA;F;S/O;S/S
PHEDRA;F;S/O;S/S
PHEMIA;F;S/O;S/S
PHIL;M;S/O;S/S
PHILA;F;S/O;S/S
PHILANA;F;S/O;S/S
PHILANDER;M;S/O;S/S
PHILINE;F;S/O;S/S
PHILIP;M;S/O;S/S
PHILIPPA;F;S/O;S/S
PHILIPPE;M;S/O;S/S
PHILLIP;M;S/O;S/S
PHILO;M;S/O;S/S
PHILOMENA;F;S/O;S/S
PHOEBE;F;S/O;S/S
PHOENIX;A;S/O;S/S
PHYLICIA;F;S/O;S/S
PHYLISS;F;S/O;S/S
PHYLLIS;F;S/O;S/S
PIA;F;S/O;S/S
PIATO;M;S/O;S/S
PIEDAD;F;S/O;S/S
PIENCIA;F;S/O;S/S
PIER;A;S/O;S/S
PIERA;F;S/O;S/S
PIERCE;M;S/O;S/S
PIERINA;F;S/O;S/S
PIERINO;M;S/O;S/S
PIERIO;M;S/O;S/S
PIERLUIGI;M;S/O;S/S
PIERO;M;S/O;S/S
PIERRE;M;S/O;S/S
PIERRETTE;F;S/O;S/S
PIERSON;M;S/O;S/S
PIETRA;F;S/O;S/S
PIETRO;M;S/O;S/S
PIGMENO;M;S/O;S/S
PILAN;M;S/O;S/S
PILAR;F;S/O;S/S
PILATOS;M;S/O;S/S
PILLAI;F;S/O;S/S
PILMAYQUEN;A;S/O;S/S
PIN;M;S/O;S/S
PINA;F;S/O;S/S
PINDARO;M;S/O;S/S
PINITO;M;S/O;S/S
PIO;M;S/O;S/S
PIONIO;M;S/O;S/S
PIPER;F;S/O;S/S
PIPERION;M;S/O;S/S
PIPINO;M;S/O;S/S
PIRAMO;M;S/O;S/S
PIREN;A;S/O;S/S
PIRMINIO;M;S/O;S/S
PIRRA;F;S/O;S/S
PIRRO;M;S/O;S/S
PITAGORAS;M;S/O;S/S
PITIAS;M;S/O;S/S
PITNEY;M;S/O;S/S
PIUQUE;A;S/O;S/S
PLACIDA;F;S/O;S/S
PLACIDO;M;S/O;S/S
PLATON;M;S/O;S/S
PLATONIDES;M;S/O;S/S
PLAUTILA;F;S/O;S/S
PLAUTO;M;S/O;S/S
PLEASANCE;F;S/O;S/S
PLINIO;M;S/O;S/S
PLUTARCO;M;S/O;S/S
PODIO;M;S/O;S/S
POLIANO;M;S/O;S/S
POLICARPO;M;S/O;S/S
POLICETO;M;S/O;S/S
POLICROMIO;M;S/O;S/S
POLICRONIO;M;S/O;S/S
POLIDORA;F;S/O;S/S
POLIDORO;M;S/O;S/S
POLIECTO;M;S/O;S/S
POLIENETES;M;S/O;S/S
POLIENETO;M;S/O;S/S
POLIERO;M;S/O;S/S
POLIFEMO;M;S/O;S/S
POLIMNIA;F;S/O;S/S
POLINICE;M;S/O;S/S
POLIO;M;S/O;S/S
POLION;M;S/O;S/S
POLIXENA;F;S/O;S/S
POLLY;F;S/O;S/S
POLO;M;S/O;S/S
POLOMA;F;S/O;S/S
POLYENO;M;S/O;S/S
POMONA;F;S/O;S/S
POMPEO;M;S/O;S/S
POMPEYA;F;S/O;S/S
POMPEYANO;M;S/O;S/S
POMPEYO;M;S/O;S/S
POMPILIO;M;S/O;S/S
POMPONIO;M;S/O;S/S
POMPOSA;F;S/O;S/S
PONCE;M;S/O;S/S
PONCIANO;M;S/O;S/S
PONCIO;M;S/O;S/S
PONTICO;M;S/O;S/S
POPPON;M;S/O;S/S
POPPY;F;S/O;S/S
PORCARIO;M;S/O;S/S
PORCIANO;M;S/O;S/S
PORCIO;M;S/O;S/S
PORFIRIO;M;S/O;S/S
PORIA;F;S/O;S/S
PORSCHE;F;S/O;S/S
PORTER;M;S/O;S/S
PORTIA;F;S/O;S/S
POSIDIO;M;S/O;S/S
POTAMIA;F;S/O;S/S
POTAMIENA;F;S/O;S/S
POTAMIO;M;S/O;S/S
POTENCIANA;F;S/O;S/S
POTENCIANO;M;S/O;S/S
POTINO;M;S/O;S/S
POTITO;M;S/O;S/S
POYEN;M;S/O;S/S
PRAGA;F;S/O;S/S
PRAGNACIO;M;S/O;S/S
PRATAP;M;S/O;S/S
PRAXEDES;F;S/O;S/S
PRECIOSA;F;S/O;S/S
PREM;M;S/O;S/S
PRENTICE;M;S/O;S/S
PRESCOTT;M;S/O;S/S
PRESIDIO;M;S/O;S/S
PRESLEY;M;S/O;S/S
PRESTON;M;S/O;S/S
PRETEXTATO;M;S/O;S/S
PRIAMO;M;S/O;S/S
PRIAPO;M;S/O;S/S
PRICIO;M;S/O;S/S
PRILIDIANO;M;S/O;S/S
PRIMAVERA;F;S/O;S/S
PRIMIANO;M;S/O;S/S
PRIMITIVA;F;S/O;S/S
PRIMITIVO;M;S/O;S/S
PRIMO;M;S/O;S/S
PRIMROSE;F;S/O;S/S
PRINCESA;F;S/O;S/S
PRINCIPIO;M;S/O;S/S
PRINIO;M;S/O;S/S
PRISCA;F;S/O;S/S
PRISCIANO;M;S/O;S/S
PRISCILA;F;S/O;S/S
PRISCILIANO;M;S/O;S/S
PRISCILLA;F;S/O;S/S
PRISCO;M;S/O;S/S
PRIVATO;M;S/O;S/S
PRIYA;F;S/O;S/S
PROBA;F;S/O;S/S
PROBO;M;S/O;S/S
PROCESO;M;S/O;S/S
PROCLO;M;S/O;S/S
PROCOPIA;F;S/O;S/S
PROCOPIO;M;S/O;S/S
PROCORO;M;S/O;S/S
PROCTOR;M;S/O;S/S
PROCULO;M;S/O;S/S
PROMACO;M;S/O;S/S
PROMETEO;M;S/O;S/S
PROSDOCIA;F;S/O;S/S
PROSDOCIMO;M;S/O;S/S
PROSERPINA;F;S/O;S/S
PROSPERO;M;S/O;S/S
PROTASIA;F;S/O;S/S
PROTASIO;M;S/O;S/S
PROTEO;M;S/O;S/S
PROTERIO;M;S/O;S/S
PROTO;M;S/O;S/S
PROTOGENO;M;S/O;S/S
PROTOLICO;M;S/O;S/S
PRUDENCE;F;S/O;S/S
PRUDENCIA;F;S/O;S/S
PRUDENCIANA;F;S/O;S/S
PRUDENCIO;M;S/O;S/S
PRUE;F;S/O;S/S
PRUNELLA;F;S/O;S/S
PRYCE;M;S/O;S/S
PRYOR;M;S/O;S/S
PSYCHE;F;S/O;S/S
PTOLOMEO;M;S/O;S/S
PUBLIA;F;S/O;S/S
PUBLIO;M;S/O;S/S
PULQUERIA;M;S/O;S/S
PUPULO;M;S/O;S/S
PURA;F;S/O;S/S
PURDY;M;S/O;S/S
PURIFICACION;F;S/O;S/S
PURITY;F;S/O;S/S
PURNA;F;S/O;S/S
PURVA;A;S/O;S/S
PUSICIO;M;S/O;S/S
PUTNAM;M;S/O;S/S
PYRALIS;A;S/O;S/S
PYRCE;F;S/O;S/S
PYRENA;F;S/O;S/S
PYTHIA;F;S/O;S/S
QUADRAGESIMO;M;S/O;S/S
QUARTO;M;S/O;S/S
QUEENA;F;S/O;S/S
QUEENIE;F;S/O;S/S
QUEILA;F;S/O;S/S
QUELLA;F;S/O;S/S
QUENBY;F;S/O;S/S
QUENTIN;M;S/O;S/S
QUEREMON;M;S/O;S/S
QUERIAN;M;S/O;S/S
QUERUBIN;M;S/O;S/S
QUERUBINA;F;S/O;S/S
QUETZAL;A;S/O;S/S
QUETZALCOATL;M;S/O;S/S
QUIDEL;F;S/O;S/S
QUILIANO;M;S/O;S/S
QUILLA;A;S/O;S/S
QUILLAN;M;S/O;S/S
QUILLEN;A;S/O;S/S
QUIMEY;A;S/O;S/S
QUINBY;M;S/O;S/S
QUINCIANO;M;S/O;S/S
QUINCINO;M;S/O;S/S
QUINCY;M;S/O;S/S
QUINIDIO;M;S/O;S/S
QUINLAN;M;S/O;S/S
QUINN;A;S/O;S/S
QUINTA;F;S/O;S/S
QUINTILA;M;S/O;S/S
QUINTILIANO;M;S/O;S/S
QUINTILO;M;S/O;S/S
QUINTIN;M;S/O;S/S
QUINTINA;F;S/O;S/S
QUINTO;M;S/O;S/S
QUIONIA;F;S/O;S/S
QUIRIACO;M;S/O;S/S
QUIRICO;M;S/O;S/S
QUIRINO;M;S/O;S/S
QUIRITA;F;S/O;S/S
QUITERIA;F;S/O;S/S
QUITERIE;F;S/O;S/S
RABAB;F;S/O;S/S
RABULAS;M;S/O;S/S
RACHAEL;F;S/O;S/S
RACHEL;F;S/O;S/S
RACHELLE;F;S/O;S/S
RACHID;M;S/O;S/S
RAD;M;S/O;S/S
